cooldown_blocked,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,reentry_check,True,ok,FLOKI-USDT-SWAP,,,3.171e-05,False,,,,False,,long,5m,2026-03-16 17:31:47
False,,reentry_check,True,ok,FLOKI-USDT-SWAP,,,3.171e-05,False,,,,False,,short,5m,2026-03-16 17:31:47
False,,reentry_check,True,ok,GMT-USDT-SWAP,,,0.00873,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,GMT-USDT-SWAP,,,0.00873,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,H-USDT-SWAP,,,0.0734,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,H-USDT-SWAP,,,0.0734,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,HBAR-USDT-SWAP,,,0.0984,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,HBAR-USDT-SWAP,,,0.0984,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,HMSTR-USDT-SWAP,,,0.000175,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,HMSTR-USDT-SWAP,,,0.000175,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,HOME-USDT-SWAP,,,0.02284,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,HOME-USDT-SWAP,,,0.02284,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,ICP-USDT-SWAP,,,2.767,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,ICP-USDT-SWAP,,,2.767,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,IMX-USDT-SWAP,,,0.2263,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,IMX-USDT-SWAP,,,0.2263,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,INJ-USDT-SWAP,,,3.176,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,INJ-USDT-SWAP,,,3.176,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,IOTA-USDT-SWAP,,,0.0653,False,,,,False,,long,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,IOTA-USDT-SWAP,,,0.0653,False,,,,False,,short,5m,2026-03-16 17:31:48
False,,reentry_check,True,ok,JUP-USDT-SWAP,,,0.1667,False,,,,False,,long,5m,2026-03-16 17:31:49
False,,reentry_check,True,ok,JUP-USDT-SWAP,,,0.1667,False,,,,False,,short,5m,2026-03-16 17:31:49
False,,reentry_check,True,ok,KAITO-USDT-SWAP,,,0.2564,False,,,,False,,long,5m,2026-03-16 17:31:49
False,,reentry_check,True,ok,KAITO-USDT-SWAP,,,0.2564,False,,,,False,,short,5m,2026-03-16 17:31:49
False,,reentry_check,True,ok,KSM-USDT-SWAP,,,4.716,False,,,,False,,long,5m,2026-03-16 17:31:49
False,,reentry_check,True,ok,KSM-USDT-SWAP,,,4.716,False,,,,False,,short,5m,2026-03-16 17:31:49
False,,reentry_check,True,ok,LDO-USDT-SWAP,,,0.3186,False,,,,False,,long,5m,2026-03-16 17:31:49
False,,reentry_check,True,ok,LDO-USDT-SWAP,,,0.3186,False,,,,False,,short,5m,2026-03-16 17:31:49
False,,reentry_check,True,ok,LINEA-USDT-SWAP,,,0.003468,False,,,,False,,long,5m,2026-03-16 17:31:50
False,,reentry_check,True,ok,LINEA-USDT-SWAP,,,0.003468,False,,,,False,,short,5m,2026-03-16 17:31:50
False,,reentry_check,True,ok,LINK-USDT-SWAP,,,10.288,False,,,,False,,long,5m,2026-03-16 17:31:50
False,,reentry_check,True,ok,LINK-USDT-SWAP,,,10.288,False,,,,False,,short,5m,2026-03-16 17:31:50
False,,reentry_check,True,ok,LIT-USDT-SWAP,,,1.095,False,,,,False,,long,5m,2026-03-16 17:31:50
False,,reentry_check,True,ok,LIT-USDT-SWAP,,,1.095,False,,,,False,,short,5m,2026-03-16 17:31:50
False,,reentry_check,True,ok,LPT-USDT-SWAP,,,1.645,False,,,,False,,long,5m,2026-03-16 17:31:51
False,,reentry_check,True,ok,LPT-USDT-SWAP,,,1.645,False,,,,False,,short,5m,2026-03-16 17:31:51
,,reentry_check,True,scan,LPT-USDT-SWAP,,,1.645,False,0.0,,,,,scan,5m,2026-03-16 17:31:51
False,,reentry_check,True,ok,LQTY-USDT-SWAP,,,0.4082,False,,,,False,,long,5m,2026-03-16 17:31:51
False,,reentry_check,True,ok,LQTY-USDT-SWAP,,,0.4082,False,,,,False,,short,5m,2026-03-16 17:31:51
False,,reentry_check,True,ok,LRC-USDT-SWAP,,,0.02952,False,,,,False,,long,5m,2026-03-16 17:31:51
False,,reentry_check,True,ok,LRC-USDT-SWAP,,,0.02952,False,,,,False,,short,5m,2026-03-16 17:31:51
,,reentry_check,True,scan,LRC-USDT-SWAP,,,0.02952,False,1.6,,,,,scan,5m,2026-03-16 17:31:52
False,,reentry_check,True,ok,LTC-USDT-SWAP,,,57.92,False,,,,False,,long,5m,2026-03-16 17:31:52
False,,reentry_check,True,ok,LTC-USDT-SWAP,,,57.92,False,,,,False,,short,5m,2026-03-16 17:31:52
False,,reentry_check,True,ok,MAGIC-USDT-SWAP,,,0.08437,False,,,,False,,long,5m,2026-03-16 17:31:52
False,,reentry_check,True,ok,MAGIC-USDT-SWAP,,,0.08437,False,,,,False,,short,5m,2026-03-16 17:31:52
False,,reentry_check,True,ok,MAJOR-USDT-SWAP,,,0.0457,False,,,,False,,long,5m,2026-03-16 17:31:53
False,,reentry_check,True,ok,MAJOR-USDT-SWAP,,,0.0457,False,,,,False,,short,5m,2026-03-16 17:31:53
False,,reentry_check,True,ok,MASK-USDT-SWAP,,,0.6089,False,,,,False,,long,5m,2026-03-16 17:31:53
False,,reentry_check,True,ok,MASK-USDT-SWAP,,,0.6089,False,,,,False,,short,5m,2026-03-16 17:31:53
False,,reentry_check,True,ok,MET-USDT-SWAP,,,0.1677,False,,,,False,,long,5m,2026-03-16 17:31:53
